Time(ms),Temp(C),Pressure(hPa),Alt(m),FiltAlt(m),AccX(g),AccY(g),AccZ(g),GyroX(deg/s),GyroY(deg/s),GyroZ(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),LM35Temp(C)
54757,23.21,1013.57,0.3,0.03,-0.01,0.06,0.99,-5.99,-1.98,-4.82,7.5,-2.84,-245.3,26.37
54788,23.21,1013.57,0.3,0.08,0.01,0.04,0.99,-7.18,-4.51,-8.31,7.44,-3.01,-245.55,23.93
54819,23.21,1013.57,0.3,0.13,0.05,0.11,0.99,-4.28,3.64,-21.5,7.55,-2.98,-246.24,23.93
54853,23.22,1013.6,0,0.1,0.06,0.03,0.96,-3.73,6.65,-6.86,7.57,-2.86,-246.47,24.41
54885,23.22,1013.6,0,0.08,-0.05,0.07,1.01,-4.64,5.85,-6.85,7.61,-2.65,-246.69,24.9
54916,23.22,1013.6,0,0.07,0.03,0.03,0.97,-5.35,0.98,-9.32,7.59,-2.69,-246.98,29.79
54947,23.21,1013.61,-0.06,0.04,0.02,0.03,0.98,-5.3,0.58,-9.84,7.56,-2.73,-247.29,22.46
54979,23.21,1013.61,-0.06,0.02,0.03,0.07,0.97,-5.16,2.16,-11.31,7.6,-2.73,-247.64,28.81
55013,23.21,1013.61,-0.06,0.01,0.01,0.06,1,-4.83,0.05,-21.29,7.62,-2.77,-248.37,24.41
55044,23.21,1013.59,0.08,0.02,0.01,0.07,0.99,-6.15,2.03,-10.08,7.62,-2.74,-248.68,23.93
55075,23.21,1013.59,0.08,0.03,0.03,0.03,0.98,-5.25,2.61,-3.81,7.59,-2.73,-248.8,25.39
55107,23.21,1013.59,0.08,0.04,0.01,0.08,0.98,-5.04,2.22,-3.11,7.64,-2.7,-248.9,24.9
55139,23.21,1013.59,0.09,0.05,0.02,0.04,0.98,-5.59,-0.18,-3.09,7.62,-2.75,-249,24.9
55170,23.21,1013.59,0.09,0.06,0.02,0.05,0.97,-5.19,3.33,-4.54,7.62,-2.7,-249.14,24.9
55203,23.21,1013.59,0.09,0.07,0.01,0.06,0.98,-5.59,0.45,-5.02,7.61,-2.73,-249.31,25.39
55235,23.21,1013.59,0.16,0.09,0.02,0.05,0.97,-5.61,1.38,-4.88,7.6,-2.74,-249.46,24.9
55267,23.21,1013.59,0.16,0.1,0.02,0.05,0.97,-5.18,1.01,-4.34,7.61,-2.76,-249.6,28.32
55298,23.21,1013.59,0.16,0.11,0.01,0.03,0.98,-5.39,2.49,-0.15,7.59,-2.72,-249.6,24.41
55329,23.22,1013.61,-0.05,0.08,0.02,0.05,0.97,-5.44,1.81,-3.7,7.6,-2.71,-249.72,24.41
55361,23.22,1013.61,-0.05,0.05,0.03,0.05,0.99,-5.25,2.16,-4.82,7.61,-2.7,-249.87,24.9
55395,23.22,1013.61,-0.05,0.03,0.01,0.05,0.98,-5.42,1.64,-4.69,7.59,-2.69,-250.03,23.44
55426,23.22,1013.62,-0.17,-0.01,0.04,0.05,0.98,-5.04,2.17,-4.79,7.6,-2.69,-250.18,23.44
55457,23.22,1013.62,-0.17,-0.04,0,0.05,0.98,-5.19,2.22,-4.95,7.62,-2.65,-250.33,25.88
55489,23.22,1013.62,-0.17,-0.07,0.03,0.05,0.97,-5.67,-1.23,-5.02,7.6,-2.75,-250.49,23.93
55521,23.21,1013.63,-0.2,-0.09,0.01,0.05,0.99,-5.01,2.92,-4.73,7.61,-2.7,-250.64,26.86
55552,23.21,1013.63,-0.2,-0.11,0.01,0.05,0.98,-5.7,0.29,-4.76,7.6,-2.73,-250.79,24.41
55585,23.21,1013.63,-0.2,-0.13,0.03,0.05,0.98,-5.06,2.92,-4.73,7.61,-2.7,-250.95,24.41
55617,23.22,1013.62,-0.12,-0.13,0.01,0.1,0.98,-5.1,1.93,-0.4,7.67,-2.68,-250.96,24.41
55649,23.22,1013.62,-0.12,-0.13,0.03,0.04,0.97,-5.44,0.63,-4.6,7.66,-2.73,-251.11,24.9
55680,23.22,1013.62,-0.12,-0.13,0,0.05,0.99,-5.44,1.9,-4.3,7.66,-2.7,-251.24,29.79
55711,23.21,1013.61,-0.05,-0.11,0.02,0.04,0.98,-5.42,1.65,-4.85,7.65,-2.71,-251.39,24.41
55745,23.21,1013.61,-0.05,-0.1,0.02,0.06,0.99,-5.25,2.92,-4.97,7.65,-2.66,-251.56,26.86
55777,23.21,1013.61,-0.05,-0.09,0,0.05,0.98,-5.36,1.85,-4.73,7.65,-2.63,-251.71,23.44
55808,23.21,1013.58,0.2,-0.03,0.03,0.08,0.98,-5.28,0.92,0.07,7.68,-2.67,-251.71,23.93
55839,23.21,1013.58,0.2,0.02,0.02,0.06,0.97,-5.83,-0.33,-3.23,7.68,-2.73,-251.81,24.41
55871,23.21,1013.58,0.2,0.05,0.03,0.05,0.98,-5.07,2.17,-3.29,7.68,-2.73,-251.91,24.41
55903,23.21,1013.58,0.2,0.08,0.01,0.04,0.99,-5.82,1.09,0.43,7.66,-2.73,-251.9,24.9
55936,23.21,1013.58,0.2,0.1,0.01,0.01,1.11,-6.23,-0.13,-0.1,7.57,-2.77,-251.9,26.86
55967,23.21,1013.58,0.2,0.12,0.03,0.06,0.94,-5.71,0.17,-3.02,7.57,-2.82,-252,23.44
55999,23.21,1013.62,-0.18,0.06,0.03,0.07,0.96,-5.86,-0.58,-1.26,7.58,-2.9,-252.04,28.32
56031,23.21,1013.62,-0.18,0.02,0.02,0.06,0.97,-5.48,0.92,-2.53,7.58,-2.92,-252.12,24.41
56062,23.21,1013.62,-0.18,-0.02,0.03,0.04,0.98,-5.79,0.91,-4.18,7.55,-2.96,-252.25,24.41
56093,23.22,1013.62,-0.15,-0.05,0.02,0.05,0.98,-5.39,1.97,-4.97,7.56,-2.95,-252.4,24.41
56127,23.22,1013.62,-0.15,-0.07,0.02,0.04,0.98,-5.18,2.23,-4.92,7.54,-2.92,-252.57,24.41
56159,23.22,1013.62,-0.15,-0.08,0.01,0.05,1.01,-5.3,2.14,-4.71,7.55,-2.89,-252.72,24.9
56190,23.21,1013.6,-0.01,-0.07,0.03,0.05,1.02,-5.5,-0.07,-4.62,7.54,-2.94,-252.86,26.86
56221,23.21,1013.6,-0.01,-0.06,0.02,0.03,1.04,-5.38,3.38,2.14,7.51,-2.89,-252.8,23.44
56253,23.21,1013.6,-0.01,-0.05,0.04,0.04,0.99,-5.27,2.29,-3.03,7.5,-2.89,-252.89,27.83
56287,23.22,1013.61,-0.08,-0.05,0.01,0.05,0.97,-4.95,2.97,-4.4,7.51,-2.83,-253.04,24.9
56318,23.22,1013.61,-0.08,-0.06,0.02,0.05,0.96,-5.38,1.78,-4.89,7.52,-2.82,-253.2,24.9
56349,23.22,1013.61,-0.08,-0.06,0.02,0.05,0.96,-5.07,2.08,-4.83,7.53,-2.81,-253.35,23.44
56381,23.22,1013.62,-0.15,-0.08,0.01,0.05,0.99,-6.15,-2.13,-4.68,7.51,-2.91,-253.5,24.41
56413,23.22,1013.62,-0.15,-0.09,0.02,0.06,0.99,-5.82,-0.5,2.74,7.5,-2.97,-253.41,24.41
56444,23.22,1013.62,-0.15,-0.11,-0.02,0.04,1.06,-5.21,2.69,-1.49,7.5,-2.89,-253.45,25.88
56477,23.22,1013.61,-0.08,-0.1,0.02,0.04,0.98,-5.51,1.15,0.4,7.47,-2.9,-253.44,24.41
56509,23.22,1013.61,-0.08,-0.1,0,0.07,0.98,-5.68,2.08,-3.18,7.48,-2.86,-253.54,26.37
56541,23.22,1013.61,-0.08,-0.09,0.02,0.06,1,-5.41,2.54,-2.47,7.49,-2.83,-253.62,23.44
56572,23.22,1013.61,-0.01,-0.08,0.03,0.05,0.98,-5.38,1.01,-4.8,7.49,-2.86,-253.77,23.93
56603,23.22,1013.61,-0.05,-0.07,0.02,0.04,1,-5.19,2.84,-4.5,7.49,-2.82,-253.91,24.41
56635,23.22,1013.61,-0.05,-0.07,0.01,0.05,0.99,-4.96,3.26,-4.8,7.5,-2.76,-254.06,24.41
56669,23.22,1013.61,-0.17,-0.09,0.01,0.05,0.99,-5.45,2.26,-4.69,7.49,-2.72,-254.22,24.41
56700,23.22,1013.62,-0.17,-0.1,0.02,0.05,0.98,-5.32,1.94,-4.86,7.5,-2.71,-254.37,22.46
56731,23.22,1013.62,-0.17,-0.12,0.03,0.05,0.98,-5.39,0.42,-4.53,7.5,-2.76,-254.51,26.86
56763,23.22,1013.62,-0.17,-0.13,0.02,0.05,0.98,-5.25,0.92,-4.57,7.5,-2.79,-254.66,23.44
56795,23.21,1013.61,-0.03,-0.11,0.02,0.05,0.98,-5.16,2.72,-4.51,7.51,-2.75,-254.8,28.81
56826,23.21,1013.61,-0.03,-0.09,0.02,0.04,0.98,-5.41,1.42,-4.76,7.5,-2.76,-254.96,24.41
56856,23.21,1013.61,-0.03,-0.08,0.02,0.05,0.98,-5.39,-0.5,-4.69,7.5,-2.83,-255.09,23.93
56888,23.22,1013.62,-0.14,-0.09,0.02,0.05,0.98,-5.57,0.6,-4.6,7.5,-2.86,-255.24,23.93
56919,23.22,1013.62,-0.14,-0.1,0.02,0.04,0.97,-4.75,3.62,-4.71,7.51,-2.81,-255.39,24.9
56950,23.22,1013.62,-0.14,-0.11,0.03,0.05,0.99,-5.32,2.19,-4.69,7.52,-2.8,-255.53,23.44
56982,23.22,1013.61,-0.03,-0.09,0.01,0.05,0.99,-5.24,0.42,-4.48,7.52,-2.82,-255.67,25.39
57016,23.22,1013.61,-0.03,-0.08,0.03,0.03,0.98,-5.54,2.49,-4.95,7.48,-2.8,-255.84,23.44
57047,23.22,1013.61,-0.03,-0.07,0.02,0.04,0.98,-5.48,1.62,-4.82,7.47,-2.8,-255.99,23.44
57078,23.22,1013.61,-0.05,-0.06,0.02,0.05,0.98,-5.3,1.88,-4.68,7.49,-2.79,-256.14,24.41
57110,23.22,1013.61,-0.05,-0.06,0.02,0.07,0.99,-5.48,1,-3.46,7.5,-2.81,-256.25,24.9
57142,23.22,1013.61,-0.05,-0.06,0,0.06,0.99,-5.67,0.92,-3.44,7.5,-2.81,-256.36,24.9
57173,23.21,1013.61,-0.06,-0.06,0.01,0.05,0.98,-5.59,0.54,-3.55,7.49,-2.84,-256.47,23.44
57206,23.21,1013.61,-0.06,-0.06,0.02,0.05,0.98,-4.89,1.96,-4.48,7.5,-2.83,-256.62,24.41
57238,23.21,1013.61,-0.06,-0.06,0.02,0.04,0.98,-5.03,1.7,-4.56,7.5,-2.82,-256.76,29.3
57270,23.22,1013.62,-0.1,-0.07,0.02,0.05,0.99,-5.5,1.27,-4.83,7.5,-2.83,-256.92,23.44
57301,23.22,1013.62,-0.1,-0.07,0.02,0.05,0.98,-5.5,0.66,-4.79,7.49,-2.86,-257.07,26.37
57332,23.22,1013.62,-0.1,-0.08,0.02,0.05,0.97,-5.28,1.32,-4.8,7.5,-2.87,-257.21,24.41
57364,23.22,1013.62,-0.1,-0.08,0.01,0.05,0.99,-5.09,2.65,-4.37,7.51,-2.83,-257.35,24.41
57398,23.22,1013.62,-0.1,-0.09,0.03,0.05,0.98,-5.36,0.45,-3.9,7.5,-2.87,-257.49,23.93
57429,23.22,1013.62,-0.1,-0.09,0.02,0.07,0.97,-5.83,1.96,3.58,7.51,-2.86,-257.38,24.9
57460,23.22,1013.59,0.15,-0.04,0.02,0.04,1.01,-5.83,2.19,-2.95,7.48,-2.85,-257.47,24.9
57492,23.22,1013.59,0.15,0,0.04,0.03,0.98,-5.96,2.77,-4.94,7.44,-2.83,-257.63,25.39
57524,23.22,1013.59,0.15,0.03,0.03,0.05,0.97,-5.19,4.95,-3.66,7.45,-2.74,-257.74,28.32
57557,23.22,1013.63,-0.18,-0.01,0.01,0.06,0.98,-5.47,-0.19,-4.01,7.45,-2.79,-257.87,27.83
57588,23.22,1013.63,-0.18,-0.05,0.01,0.04,0.99,-5.79,2.19,-0.37,7.44,-2.77,-257.89,24.41
57620,23.22,1013.63,-0.18,-0.07,0.02,0.04,0.99,-5.5,0.08,-3.29,7.42,-2.81,-257.99,23.93
57652,23.22,1013.63,-0.23,-0.1,0.04,0.06,0.97,-5.53,0.34,-3,7.43,-2.88,-258.09,23.93
57683,23.22,1013.63,-0.23,-0.13,0.01,0.04,0.99,-5.38,5.59,1.03,7.42,-2.75,-258.06,24.9
57714,23.22,1013.63,-0.23,-0.15,0.01,0.04,1,-5.41,-1.23,-4.39,7.42,-2.82,-258.19,26.86
57748,23.22,1013.61,-0.06,-0.13,0.03,0.06,0.98,-6.11,9.15,-5,7.39,-2.58,-258.36,23.93
57780,23.22,1013.61,-0.06,-0.12,0.04,0.05,0.97,-5.25,-1.55,-5.73,7.4,-2.7,-258.55,25.88
57811,23.22,1013.61,-0.06,-0.1,0.01,0.08,0.98,-4.66,1.42,-3.24,7.46,-2.7,-258.65,26.86
57842,23.22,1013.63,-0.18,-0.12,0.03,0.06,0.95,-5.18,-0.06,-9.11,7.49,-2.76,-258.93,24.9
57874,23.22,1013.63,-0.18,-0.13,0.02,0.03,0.99,-5.99,-1.34,-9.5,7.44,-2.86,-259.23,24.9
57906,23.22,1013.63,-0.18,-0.14,0.05,0.07,0.96,-1.71,2.81,-4.04,7.58,-2.86,-259.36,24.9
57939,23.22,1013.63,-0.18,-0.15,0.04,0.03,0.97,-4.22,0.03,-8.94,7.59,-2.93,-259.66,24.9
57970,23.22,1013.63,-0.18,-0.15,0.02,0,0.98,-4.7,1.41,-6.98,7.55,-2.93,-259.87,26.86
58002,23.22,1013.63,-0.18,-0.16,-0.01,0.05,1.03,-5.7,-2.82,-9.6,7.54,-3.04,-260.18,24.41
58034,23.22,1013.64,-0.27,-0.18,0.05,0.1,1.01,-13.59,-14.29,-8.48,7.34,-3.56,-260.45,26.37
58065,23.22,1013.64,-0.27,-0.2,0.04,0.05,1.1,-15.32,-38.77,-5.14,7.04,-4.79,-260.61,25.88
58098,23.22,1013.64,-0.27,-0.21,0.08,0.05,1.21,27.71,-26.47,21.23,8.09,-5.71,-259.91,23.93
58130,23.22,1013.62,-0.09,-0.19,0.1,0.11,1.14,42.75,-11.8,21.2,9.64,-6.14,-259.23,23.93
58162,23.22,1013.62,-0.09,-0.17,0.14,0.23,1.18,23.8,-22.55,17.79,10.67,-6.94,-258.66,24.9
58193,23.22,1013.62,-0.09,-0.15,0.16,0.27,1.18,25.4,-25.43,18.56,11.74,-7.82,-258.09,24.9
58224,23.22,1013.6,0.04,-0.12,0.16,0.3,1.18,4.81,-14.56,8.05,12.19,-8.34,-257.84,22.46
58256,23.22,1013.6,0.04,-0.09,0.11,0.31,1.2,-11.28,-10.32,-13.08,12.14,-8.68,-258.26,25.39
58290,23.22,1013.6,0.04,-0.06,0.12,0.21,1.25,-25.7,-22.99,-25.78,11.49,-9.47,-259.13,23.44
58321,23.22,1013.6,0.01,-0.05,0.17,0.12,1.14,-22.55,-23.72,-17.34,10.95,-10.25,-259.67,24.41
58352,23.22,1013.6,0.01,-0.03,0.12,0.08,1.18,-0.7,-18.76,-5.76,11.04,-10.82,-259.85,24.41
58384,23.22,1013.6,0.01,-0.02,0.06,0.12,1.12,5.22,-10.13,-2.66,11.37,-11.06,-259.93,24.41
58416,23.22,1013.59,0.07,-0.01,-0.02,0.18,1.13,1.37,-31.93,-6.24,11.62,-11.91,-260.13,24.41
58449,23.22,1013.59,0.07,0.01,0.02,0.12,1.18,6.2,-69.66,-8.05,11.96,-14.02,-260.4,24.9
58480,23.22,1013.59,0.07,0.02,0.17,0.02,1.14,2.94,-102.77,-6.08,12.1,-17.12,-260.59,24.41
58512,23.22,1013.6,0.06,0.03,0.36,0.05,1.14,20.87,-64.22,-6.33,12.82,-19.22,-260.79,30.27
58544,23.22,1013.6,0.06,0.04,0.4,0.16,1.09,39.72,-9.11,-13.38,14.22,-19.61,-261.22,23.44
58575,23.22,1013.6,0.06,0.04,0.37,0.27,1.21,48.21,-1.63,13.14,15.96,-19.68,-260.8,26.37
58607,23.22,1013.56,0.33,0.1,0.31,0.28,1.21,57.48,-22.29,0.37,17.89,-20.33,-260.79,24.9
58641,23.22,1013.56,0.33,0.14,0.42,0.3,0.97,29.8,-52.47,-27.06,19.1,-22.21,-261.71,24.41
58673,23.22,1013.56,0.33,0.18,0.62,0.41,0.82,-28.34,17.32,-25.63,18.52,-21.99,-262.53,24.41
58705,23.22,1013.58,0.23,0.19,0.4,0.22,1.21,-39.53,43.67,-9.69,17.36,-20.62,-262.84,23.44
58736,23.22,1013.58,0.23,0.2,0.27,0.12,1,-14.22,16.8,-2.15,16.98,-20.08,-262.9,24.41
58768,23.22,1013.58,0.23,0.2,0.26,0.24,1.02,-19.39,31.29,-16.94,16.55,-19.06,-263.45,28.81
58802,23.22,1013.56,0.39,0.24,0.33,0.15,1.12,-71.09,10.69,5.32,14.25,-18.73,-263.26,24.9
58833,23.22,1013.56,0.39,0.27,0.26,-0.11,1.16,-64.78,6.4,-15.03,12.15,-18.49,-263.73,23.44
58864,23.22,1013.56,0.39,0.3,0.14,-0.06,0.83,-6.7,-26.64,-2.16,11.88,-19.21,-263.8,24.41
58896,23.22,1013.56,0.39,0.32,0.02,0.03,0.74,-8.52,-56.94,-5.87,11.68,-20.73,-263.99,24.41
58928,23.22,1013.56,0.39,0.33,0.25,0.04,0.92,-85.16,-125.14,13.08,9.08,-24.62,-263.57,23.93
58959,23.22,1013.56,0.39,0.34,0.45,-0.34,0.41,14.15,-64.44,-0.19,9.02,-27.04,-263.57,24.41
58993,23.22,1013.53,0.65,0.4,0.29,-0.12,0.54,87.8,8.26,14.05,11.71,-26.86,-263.11,25.39
59025,23.22,1013.53,0.65,0.45,0.09,0.05,0.46,97.78,32.32,-3.17,14.93,-25.62,-263.21,23.44
59057,23.22,1013.53,0.65,0.49,-0.01,0.21,0.59,34.99,12.92,6.85,16.38,-24.76,-262.99,28.32
59089,23.22,1013.53,0.59,0.51,0.02,-0.03,0.56,-9.74,-44.38,7.11,15.94,-25.79,-262.76,23.44
59120,23.22,1013.53,0.59,0.53,0.19,0.05,0.65,-3.32,-50.12,-7.81,15.86,-27.2,-263.01,24.41
59152,23.22,1013.53,0.59,0.54,0.33,0.13,0.64,-28.12,-39.16,5.72,15.12,-28.51,-262.82,25.39
59186,23.22,1013.51,0.76,0.58,0.33,0.06,0.68,-37.79,-18.58,14.97,13.91,-29.15,-262.31,24.9
59217,23.22,1013.51,0.76,0.62,0.38,0.03,0.92,-15.83,-35.84,9.73,13.44,-30.19,-262.01,24.9
59248,23.22,1013.51,0.76,0.65,0.45,0.11,0.85,5.37,-54.64,5.75,13.73,-31.88,-261.83,23.44
59280,23.22,1013.51,0.76,0.67,0.46,0.11,0.82,2.88,-57.63,4.73,13.94,-33.71,-261.68,29.79
59312,23.21,1013.49,0.93,0.72,0.47,0.22,0.87,-35.09,-44.71,15.93,13.06,-35.08,-261.17,22.46
59351,23.21,1013.49,0.93,0.76,0.65,-0.19,0.86,-44.74,-13.51,13.38,11.15,-35.7,-260.65,24.9
59382,23.21,1013.51,0.79,0.77,0.48,-0.2,0.98,2.85,16.54,-2.28,11.06,-35.08,-260.72,24.41
59414,23.21,1013.51,0.79,0.77,0.45,0.04,0.89,31.11,0.84,-25.11,12.13,-34.98,-261.53,23.44
59446,23.21,1013.51,0.79,0.77,0.43,0.05,0.93,-1.45,5,-18.18,12.16,-34.7,-262.11,23.93
59477,23.21,1013.54,0.54,0.73,0.6,0.33,0.98,4.93,4,-29.15,12.64,-34.57,-263.01,24.9
59508,23.22,1013.54,0.54,0.69,0.53,0.2,1.04,-27.99,2.49,11.05,11.99,-34.42,-262.67,25.88
59542,23.22,1013.54,0.54,0.66,0.53,0.22,0.99,-27.19,-24,-0.63,11.32,-35.16,-262.69,26.86
59574,23.22,1013.53,0.63,0.66,0.61,0.22,0.87,-27.64,-41.93,-22.91,10.72,-36.55,-263.42,23.93
59605,23.22,1013.53,0.63,0.65,0.57,0.27,0.89,-68.37,-29.66,7.29,8.97,-37.43,-263.2,24.9
59636,23.22,1013.53,0.63,0.65,0.6,0.12,0.75,-60.49,-8.96,9.85,7.36,-37.81,-262.89,24.41
59668,23.22,1013.53,0.63,0.64,0.49,0.2,0.89,-44.12,-13.05,21.46,6.31,-38.11,-262.2,24.9
59702,23.22,1013.52,0.74,0.66,0.4,0.11,0.82,-55.44,-79.81,17.32,4.73,-40.61,-261.62,23.44
59733,23.22,1013.52,0.74,0.68,0.71,0.11,0.67,-54.96,-64.48,1.31,3.35,-42.77,-261.58,23.44
59764,23.22,1013.52,0.74,0.69,0.73,0.01,0.52,-50.35,15.47,1.6,2.03,-42.62,-261.53,26.37
59796,23.22,1013.49,0.91,0.73,0.48,-0.08,0.78,-23.64,46.6,-28.3,1.4,-41.02,-262.43,24.41
59828,23.22,1013.49,0.91,0.77,0.44,0.03,0.81,-4.7,-15.23,-31.4,1.52,-41.33,-263.44,23.44
59859,23.22,1013.49,0.91,0.8,0.47,0.16,0.79,-18.74,-29.81,-39.32,1.38,-42.1,-264.66,24.41
59892,23.22,1013.49,0.95,0.83,0.57,0,0.73,-28.7,-25.2,-38.6,0.68,-42.91,-265.93,23.93
59924,23.22,1013.49,0.95,0.85,0.62,0.08,0.85,15.52,-48.13,-61.14,1.49,-44.36,-267.89,24.9
59956,23.22,1013.49,0.95,0.87,0.79,0.21,0.79,8.9,-91.66,-61.76,2.21,-47.32,-269.86,24.9
59987,23.22,1013.5,0.89,0.88,0.86,0.45,0.53,-6.41,-17.55,23.52,2.7,-48.01,-269.13,24.41
60018,23.22,1013.5,0.89,0.88,0.75,0.11,0.66,-23.85,20.69,25.37,2.32,-47.47,-268.35,25.88
60052,23.22,1013.5,0.89,0.88,0.77,0.05,0.67,-41.61,10.83,0.07,1.2,-47.21,-268.34,26.86
60084,23.21,1013.49,0.96,0.9,0.74,-0.02,0.65,-26.6,37.82,-9.29,0.57,-46.14,-268.64,24.41
60115,23.21,1013.49,0.96,0.91,0.57,-0.23,0.73,15.98,-0.27,-71.26,1.03,-46.04,-270.85,24.41
60146,23.21,1013.49,0.96,0.92,0.75,0.35,0.61,-27.86,-55.13,-74.63,0.82,-47.82,-273.16,23.93
60178,23.22,1013.48,1.01,0.94,0.99,0.15,0.66,-62.15,-66.56,-40.98,-0.75,-50.14,-274.48,23.93
60210,23.22,1013.48,1.01,0.95,1.27,-0.02,0.44,-40.34,-66.33,-56.27,-1.76,-52.72,-276.28,24.41
60243,23.22,1013.48,1.01,0.96,1.06,0.14,0.28,-16.98,38.28,-77.7,-1.87,-51.98,-278.84,28.32
60274,23.22,1013.49,0.91,0.95,0.6,0.11,0.48,-40.25,57.79,-83.58,-2.63,-50.28,-281.43,23.44
60306,23.22,1013.49,0.91,0.94,0.66,0.18,0.47,-60.51,24.42,-58.21,-3.96,-49.65,-283.29,26.86
60338,23.22,1013.49,0.91,0.94,0.64,-0.04,0.48,-53.36,48.89,-54.11,-5.35,-48.26,-285.03,23.44
60369,23.21,1013.48,1.03,0.96,0.71,0.01,0.59,-35.94,33.79,-77.46,-6.07,-47.36,-287.43,24.41
60402,23.21,1013.48,1.03,0.97,0.57,0.17,0.67,-27.01,37.71,-89.17,-6.34,-46.06,-290.37,23.93
60434,23.21,1013.48,1.03,0.98,0.72,0.28,0.74,-40.89,5.16,-59.66,-6.93,-45.91,-292.28,24.41
60466,23.21,1013.49,0.94,0.97,1.13,0.23,0.48,-62.86,63.87,-93.7,-8.3,-44.37,-295.28,24.41
60497,23.21,1013.49,0.94,0.97,0.5,0.08,0.75,-50.51,112.02,-153.21,-9.31,-40.84,-300.03,24.41
60528,23.21,1013.49,0.94,0.96,0.4,0.43,1.12,-10.96,7.21,-227.11,-8.8,-40.26,-307.07,28.81
60560,23.21,1013.5,0.85,0.94,0.73,0.5,0.74,-30.75,-13.08,-199.96,-8.82,-40.73,-313.47,24.41
60594,23.21,1013.5,0.85,0.92,0.69,0.53,0.9,-22.26,-0.41,-264.56,-8.63,-40.68,-322.46,24.41
60625,23.21,1013.5,0.85,0.91,0.55,0.75,0.81,-50.2,23.61,-273.32,-8.97,-39.76,-330.93,24.41
60656,23.21,1013.51,0.82,0.89,0.38,0.59,0.73,-78.93,48.46,-209.49,-10.21,-38.02,-337.43,24.41
60688,23.21,1013.51,0.82,0.88,0.26,0.4,0.72,-21.13,54.42,-180.08,-9.86,-35.99,-343.19,24.9
60720,23.21,1013.51,0.82,0.87,0.29,0.37,0.84,-3.5,56.16,-235.53,-9.05,-33.94,-350.73,24.41
60753,23.21,1013.5,0.83,0.86,0.21,0.42,0.61,14.41,99.39,-268.4,-7.48,-30.45,-359.58,25.88
60784,23.21,1013.5,0.83,0.85,-0.08,0.32,1.78,60.35,-146.36,-247.73,-5.03,-34.32,-367.26,29.79
60816,23.21,1013.5,0.83,0.85,-0.22,0.33,0.94,30.12,22.57,-278.51,-3.35,-32.76,-376.18,23.44
60848,23.21,1013.51,0.78,0.84,-0.01,0.28,0.48,46.97,6.89,-290.71,-0.95,-31.95,-385.48,26.86
60879,23.21,1013.51,0.78,0.83,-0.24,0.71,0.86,101.98,81.06,-261.84,3.3,-28.61,-393.86,23.93
60911,23.21,1013.51,0.78,0.82,-0.59,0.72,1.22,113.17,87.85,-322.16,7.49,-25,-403.85,24.9
60945,23.21,1013.48,1.01,0.85,-0.52,0.85,0.94,36.17,-18.16,-236.56,9.57,-24.74,-411.89,23.93
60977,23.21,1013.48,1.01,0.89,-0.49,0.61,0.64,-42.23,-54.59,-179.7,9.05,-25.46,-417.64,23.44
61009,23.21,1013.48,1.01,0.91,-0.49,0.73,0.65,-34.93,-53.26,-258.74,8.88,-26.18,-425.92,23.93
61040,23.21,1013.5,0.88,0.9,-0.54,0.52,0.62,-21.88,-36.45,-228.8,8.94,-26.17,-433.01,28.81
61072,23.21,1013.5,0.88,0.9,-0.75,0.25,0.78,-35.53,-116.44,-242.45,8.17,-28.53,-440.77,23.44
61106,23.21,1013.5,0.88,0.9,-0.51,0.54,0.81,-115.19,-206.48,-279.38,5.01,-34.37,-450.27,26.86
61137,23.2,1013.5,0.87,0.89,-0.35,0.25,1.27,-4.03,10.78,-73.93,5.26,-33.13,-452.56,23.93
61168,23.2,1013.5,0.87,0.89,-0.22,0.27,0.58,-24.48,107.55,-38.31,5.14,-28.91,-453.75,24.9
61200,23.2,1013.5,0.87,0.88,-0.45,-0.05,0.65,19.3,152.89,-39.09,5.83,-22.93,-455,23.93
61232,23.21,1013.5,0.88,0.88,-0.57,0.58,0.8,5.4,130.57,-50.8,6.76,-17.87,-456.63,23.93
61263,23.21,1013.5,0.88,0.88,-0.75,0.52,0.65,-77.25,130.2,-18.88,5.02,-12.68,-457.23,29.79
61297,23.21,1013.5,0.88,0.88,-0.73,0.1,0.77,-25.62,28.29,36.54,4.46,-10.72,-456.02,23.44
61329,23.21,1013.51,0.76,0.86,-0.41,0.16,0.4,-18.8,-28.56,22.37,4.36,-10.61,-455.31,29.3
61361,23.21,1013.51,0.76,0.84,-0.38,0.12,0.45,-46.08,23.9,17.99,3.32,-8.94,-454.73,23.44
61393,23.21,1013.51,0.76,0.82,-0.5,0.08,0.47,-46.34,88.6,-4.47,2.2,-5.13,-454.87,24.9
61424,23.21,1013.49,0.98,0.85,-0.57,-0.09,0.44,-17.41,129.67,-38.08,1.75,-0.13,-456.06,24.41
61458,23.21,1013.49,0.98,0.88,-0.73,0.05,0.68,-20.03,87.79,-116.98,1.36,3.65,-460.03,23.44
61490,23.21,1013.49,0.98,0.9,-0.91,0.02,1.02,-39.5,42.58,-127.67,0.38,5.66,-464.12,24.41
61521,23.21,1013.49,0.98,0.91,-0.91,-0.2,0.64,12.93,44.07,-143.34,0.82,7.87,-468.56,23.44
